Altium Designer Pick and Place Locations
Y:\My Hardware\Altium\IceCube\Mini-Mainboard\MMB_Controller (2-27-2020 2-48-15 PM)\Design Projects\Mini MB\Fabrication\MMB_Controller\Pick Place\Pick Place for MMB_Controller_Board.csv

========================================================================================================================
File Design Information:

Date:       09.06.20
Time:       18:07
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R25","R_28.0_603_1%","TopLayer","RES_0603","1039.370","462.598","0","RES 28.0 OHM 1/10W 1% 0603 SMD"
"R24","R_3.00K_603_1%","TopLayer","RES_0603","405.512","1885.827","270","RES 3.00K OHM 1/10W 1% 0603 SMD"
"R23","R_3.00K_603_1%","TopLayer","RES_0603","978.346","1539.370","0","RES 3.00K OHM 1/10W 1% 0603 SMD"
"R22","R_3.00K_603_1%","TopLayer","RES_0603","950.787","1818.898","270","RES 3.00K OHM 1/10W 1% 0603 SMD"
"R21","R_3.00K_603_1%","TopLayer","RES_0603","362.205","1531.496","270","RES 3.00K OHM 1/10W 1% 0603 SMD"
"R16","R_28.0_603_1%","BottomLayer","RES_0603","2559.055","1875.984","270","RES 28.0 OHM 1/10W 1% 0603 SMD"
"R15","R_28.0_603_1%","BottomLayer","RES_0603","2553.150","1482.283","270","RES 28.0 OHM 1/10W 1% 0603 SMD"
"R14","R_28.0_603_1%","BottomLayer","RES_0603","2452.756","1464.567","180","RES 28.0 OHM 1/10W 1% 0603 SMD"
"R13","R_28.0_603_1%","BottomLayer","RES_0603","2458.661","1875.984","270","RES 28.0 OHM 1/10W 1% 0603 SMD"
"R12","R_28.0_603_1%","BottomLayer","RES_0603","2368.110","1875.984","270","RES 28.0 OHM 1/10W 1% 0603 SMD"
"R11","R_28.0_603_1%","BottomLayer","RES_0603","2356.299","1482.283","270","RES 28.0 OHM 1/10W 1% 0603 SMD"
"R8","R_4.99K_603_1%","BottomLayer","RES_0603","2547.244","84.646","90","RES 4.99K OHM 1/10W 1% 0603 SMD"
"R7","R_4.99K_603_1%","BottomLayer","RES_0603","2482.284","84.646","90","RES 4.99K OHM 1/10W 1% 0603 SMD"
"R6","R_243_603_1%","BottomLayer","RES_0603","2580.709","210.630","270","RES 243 OHM 1/10W 1% 0603 SMD"
"R5","R_4.99K_603_1%","BottomLayer","RES_0603","2417.323","84.646","90","RES 4.99K OHM 1/10W 1% 0603 SMD"
"R4","R_243_603_1%","BottomLayer","RES_0603","2484.252","210.630","270","RES 243 OHM 1/10W 1% 0603 SMD"
"R3","R_243_603_1%","BottomLayer","RES_0603","2389.764","210.630","270","RES 243 OHM 1/10W 1% 0603 SMD"
"R2","R_4.99K_603_1%","BottomLayer","RES_0603","2352.362","84.646","90","RES 4.99K OHM 1/10W 1% 0603 SMD"
"R1","R_243_603_1%","BottomLayer","RES_0603","2295.276","210.630","270","RES 243 OHM 1/10W 1% 0603 SMD"
"P15","XTIO MCU 2","BottomLayer","45230-220230","866.142","984.252","270","CONN HEADER SMD 30POS 1.27MM"
"P12","XTIO MCU 1","BottomLayer","45230-220230","524.882","984.646","270","CONN HEADER SMD 30POS 1.27MM"
"P11","XTIO ICM","BottomLayer","45230-220230","2728.347","984.252","270","CONN HEADER SMD 30POS 1.27MM"
"MH4","Mounting Hole","TopLayer","Mounting_Pad_#4_-_Standoff","118.110","1850.394","0",""
"MH3","Mounting Hole","TopLayer","Mounting_Pad_#4_-_Standoff","3228.347","1850.394","0",""
"MH2","Mounting Hole","TopLayer","Mounting_Pad_#4_-_Standoff","3228.347","118.110","0",""
"MH1","Mounting Hole","TopLayer","Mounting_Pad_#4_-_Standoff","118.110","118.110","0",""
"L28","2.5A_Bead_0805","BottomLayer","SMD-0805","2253.938","1675.197","90","MPZ2012S331ATD25"
"L27","2.5A_Bead_0805","TopLayer","SMD-0805","1269.685","1903.543","180","MPZ2012S331ATD25"
"L24","4.0A_Bead_0805","BottomLayer","SMD-0805","1726.378","190.944","360","100 Ohms @ 100MHz 1 Power Line Ferrite Bead 0805 (2012 Metric) 4A 20mOhm"
"L23","4.0A_Bead_0805","BottomLayer","SMD-0805","1498.031","110.237","270","100 Ohms @ 100MHz 1 Power Line Ferrite Bead 0805 (2012 Metric) 4A 20mOhm"
"L22","4.0A_Bead_0805","BottomLayer","SMD-0805","1340.552","104.330","90","100 Ohms @ 100MHz 1 Power Line Ferrite Bead 0805 (2012 Metric) 4A 20mOhm"
"L21","4.0A_Bead_0805","BottomLayer","SMD-0805","444.882","218.503","360","100 Ohms @ 100MHz 1 Power Line Ferrite Bead 0805 (2012 Metric) 4A 20mOhm"
"L20","4.0A_Bead_0805","BottomLayer","SMD-0805","280.512","224.410","180","100 Ohms @ 100MHz 1 Power Line Ferrite Bead 0805 (2012 Metric) 4A 20mOhm"
"L19","4.0A_Bead_0805","BottomLayer","SMD-0805","448.818","413.386","270","100 Ohms @ 100MHz 1 Power Line Ferrite Bead 0805 (2012 Metric) 4A 20mOhm"
"L18","4.0A_Bead_0805","BottomLayer","SMD-0805","515.748","1860.237","180","100 Ohms @ 100MHz 1 Power Line Ferrite Bead 0805 (2012 Metric) 4A 20mOhm"
"L17","4.0A_Bead_0805","BottomLayer","SMD-0805","527.559","1657.480","360","100 Ohms @ 100MHz 1 Power Line Ferrite Bead 0805 (2012 Metric) 4A 20mOhm"
"L16","4.0A_Bead_0805","BottomLayer","SMD-0805","330.709","1547.244","90","100 Ohms @ 100MHz 1 Power Line Ferrite Bead 0805 (2012 Metric) 4A 20mOhm"
"L15","4.0A_Bead_0805","TopLayer","SMD-0805","2240.157","1551.182","0","100 Ohms @ 100MHz 1 Power Line Ferrite Bead 0805 (2012 Metric) 4A 20mOhm"
"L14","4.0A_Bead_0805","TopLayer","SMD-0805","1980.314","1562.992","90","100 Ohms @ 100MHz 1 Power Line Ferrite Bead 0805 (2012 Metric) 4A 20mOhm"
"L13","4.0A_Bead_0805","TopLayer","SMD-0805","1781.496","1531.497","0","100 Ohms @ 100MHz 1 Power Line Ferrite Bead 0805 (2012 Metric) 4A 20mOhm"
"J3","SMA TIME","BottomLayer","SMA_Vertical_200LS","3143.700","1568.898","180","SMA Vertical, 0.200"LS"
"J2","SMA TRIG","BottomLayer","SMA_Vertical_200LS","3145.669","403.544","180","SMA Vertical, 0.200"LS"
"ICM-MH2","Keystone 4883","TopLayer","Keystone_4883_solder","1328.740","435.039","90","standoff, SMT, 4-40, 0.25" Long"
"ICM-MH1","Keystone 4883","TopLayer","Keystone_4883_solder","1330.709","1535.433","90","standoff, SMT, 4-40, 0.25" Long"
"ICM-J2","SFM-115-X2-XXX-D-A","TopLayer","SFM-115-X2-XXX-D-A","2429.543","984.646","90","SOCKET STRIP, .050" (1.27mm) PITCH, SURFACE MOUNT."
"ICM-J1","SFM-115-X2-XXX-D-A","TopLayer","SFM-115-X2-XXX-D-A","224.217","983.169","90","SOCKET STRIP, .050" (1.27mm) PITCH, SURFACE MOUNT."
"D3","SBAT54SLT1G","BottomLayer","SOT-23","2929.134","1846.457","270","DIODE ARRAY SCHOTTKY 30V SOT23-3"
"D2","SBAT54SLT1G","TopLayer","SOT-23","2860.236","362.205","270","DIODE ARRAY SCHOTTKY 30V SOT23-3"
"C130","1000pF_603_50V","TopLayer","CAPC_0603","2610.236","1413.386","270","Capacitor"
"C129","1.0uF_603_25V","TopLayer","CAPC_0603","2665.354","1413.386","270","1µF ±10% 25V Ceramic Capacitor X7R 0603 (1608 Metric)"
"C128","1000pF_603_50V","TopLayer","CAPC_0603","2651.575","631.890","90","Capacitor"
"C127","1.0uF_603_25V","TopLayer","CAPC_0603","2592.520","631.890","90","1µF ±10% 25V Ceramic Capacitor X7R 0603 (1608 Metric)"
"C126","0.1uF_603_50V","TopLayer","CAPC_0603","2818.898","1299.213","270","0.1µF ±10% 50V Ceramic Capacitor X7R 0603 (1608 Metric)"
"C125","0.1uF_603_50V","TopLayer","CAPC_0603","2759.843","1299.213","270","0.1µF ±10% 50V Ceramic Capacitor X7R 0603 (1608 Metric)"
"C124","0.1uF_603_50V","TopLayer","CAPC_0603","2700.787","1299.213","270","0.1µF ±10% 50V Ceramic Capacitor X7R 0603 (1608 Metric)"
